symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
HOWL,Werewolf Therapeutics Inc,Dr Luke Evnin,Chair,Sell,189356,1.3274,251351,3943359.0,2025-11-03,STK,Yes,1
HOWL,Werewolf Therapeutics Inc,Ansbert K Gadicke,N/A,Sell,295043,1.3274,391641,6147610.0,2025-11-03,STK,Yes,1
FIBK,First Interstate Ban,American Shareholder,N/A,Sell,10000,30.99,309900,234460.0,2025-11-03,STK,Yes,1
FINW,Finwise Bancorp,Robert Keil,CTO,Sell,1500,19.48,29220,56428.0,2025-11-03,STK,No,1
EBF,Ennis Inc,Boyne Wade Brewer,COO,Buy,2000,17.0499,34100,23684.0,2025-11-03,STK,Yes,1
SKYQ,Sky Quarry Inc,David O Sealock,N/A,Sell,191533,0.4538,86918,535977.0,2025-11-03,STK,No,1
MOFG,Midwestone Fnl Gp,Charles N Reeves,CEO,Buy,760,37.9143,28815,94989.0,2025-11-03,STK,Yes,1
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,2672,14.6538,39155,34648.0,2025-11-03,UIT,No,11
MYE,Myers Industries,Dr. Helmuth Ludwig,N/A,Buy,5000,17.21,86050,13436.0,2025-11-03,STK,Yes,1
MYE,Myers Industries,Dr. Helmuth Ludwig,N/A,Award,3436,0.0,59546,13436.0,2025-11-03,STK,Yes,1
UFPI,Universal Forest Prd,Michael G Wooldridge,N/A,Award,366,0.0,33720,15889.0,2025-11-03,STK,Yes,1
NET,Cloudflare Inc Cl A,Mark J Hawkins,N/A,Sell,1000,254.15,254150,10990.0,2025-11-03,STK,Yes,1
NGS,Natural Gas Services Group,Brian L Tucker,N/A,Award,12683,0.0,353094,14033.0,2025-11-03,STK,Yes,1
NGS,Natural Gas Services Group,Jean K Holley,N/A,Award,3465,0.0,96465,11265.0,2025-11-03,STK,Yes,1
UWMC,Uwm Hldg Corp,Mat Ishbia,Chair & CEO,Sell,1789068,5.6367,10084439,7108957.0,2025-11-03,STK,Yes,1
PLD,Prologis Inc,Cristina Gabriela Bita,N/A,Sell,500,123.14,61570,8829.0,2025-11-03,STK,Yes,1
FHI,Federated Investors,Saker Anwar Nusseibeh,Div. CEO,Sell,15000,48.5436,728155,157039.0,2025-11-03,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,45000,16.2264,730188,29378585.0,2025-11-03,STK,Yes,1
FND,Floor & Decor Holdings Inc,Bradley S Paulsen,Pres.,Buy,5000,60.2691,301345,30000.0,2025-11-03,STK,Yes,1
SXT,Sensient Technologies Corp,Dr Joseph Carleone,N/A,Buy,1000,91.2575,91257,22414.0,2025-11-03,STK,Yes,1
CNA,CNA Financial Corp,Dino E Robusto,Chair,Sell,6250,45.28,283000,674338.0,2025-11-03,STK,Yes,1
VEL,Velocity Financial Inc,Mark R Szczepaniak,CFO,Sell,1572,18.5037,29088,154951.0,2025-11-03,STK,Yes,1
MTDR,Matador Resources Company,Shelley F Appel,N/A,Buy,4485,39.7211,178149,1744562.0,2025-11-03,STK,Yes,1
ALKS,Alkermes Plc,Craig C Hopkinson,Chf Med Off.,Sell,4000,30.3824,121530,69740.0,2025-11-03,STK,Yes,1
LTBR,Lightbridge Corp,Dr Sweta Chakraborty,N/A,Sell,1948,26.73,52070,43501.0,2025-11-03,STK,Yes,1
YELP,Yelp Inc,Craig Saldanha,CPO,Sell,1200,32.98,39576,201300.0,2025-11-03,STK,Yes,1
FCPT,Four Corners Property Trust IN,Toni S Steele,N/A,Sell,838,23.9019,20030,25829.0,2025-11-03,STK,Yes,1
FCF,First Commonwealth Financial Corp,Todd D Brice,N/A,Buy,1000,15.2686,15269,14717.0,2025-11-03,STK,Yes,1
UFPI,Universal Forest Prd,Mary E Tuuk Kuras,N/A,Award,366,0.0,33720,21671.0,2025-11-03,STK,Yes,1
UFPI,Universal Forest Prd,Joan A Budden,N/A,Award,366,0.0,33720,1049.0,2025-11-03,STK,Yes,1
CI,The Cigna Group,David M Cordani,Chair & CEO,Buy,4134,241.8762,999916,621872.0,2025-11-03,STK,Yes,1
BPRN,Princeton Bancorp Inc,Susan Barrett,N/A,Buy,1600,31.5,50400,4802.0,2025-11-03,STK,No,1
BBT,Beacon Financial Corporation,William H Hughes iii,N/A,Buy,635,24.26,15405,13540.0,2025-11-03,STK,Yes,1
NEWT,Newtekone Inc,Barry Sloane,Chair & CEO,Buy,10000,10.217,102170,1212459.0,2025-11-03,STK,Yes,1
FORA,Forian Inc,Caroline Strickland Mcgrail,Gen Cou,Award,150000,0.0,336000,150000.0,2025-11-02,STK,Yes,1
VRME,Verifyme Inc,Jack Wang,CIO,Award,13334,0.0,13145,50395.0,2025-11-02,STK,No,1
VRME,Verifyme Inc,Fred Volk iii,Ops,Award,13334,0.0,13145,64809.0,2025-11-02,STK,No,1
ALK,Alaska Air Group,Kyle B Levine,CLO & Sec.,Award,4857,0.0,202682,23922.0,2025-11-02,STK,Yes,1
ALK,Alaska Air Group,Emily Halverson,Contr. & CAO,Award,970,0.0,40478,9065.0,2025-11-02,STK,Yes,1
CRUS,Cirrus Logic Inc,Ulf Habermann,SVP-Finance,Award,5601,0.0,742973,32343.0,2025-11-02,STK,Yes,1
DTIL,Precision Biosciences Inc,Michael Amoroso,CEO,Award,9444,0.0,77062,118984.0,2025-11-02,STK,Yes,1
DTIL,Precision Biosciences Inc,Dario Scimeca,Gen Cou & Co Sec,Award,1835,0.0,14973,28923.0,2025-11-02,STK,Yes,1
DTIL,Precision Biosciences Inc,Alex Kelly,CFO,Award,3605,0.0,29416,78601.0,2025-11-02,STK,Yes,1
IAS,Integral Ad Science Holding Corp,Lisa Utzschneider,CEO,Award,23893,0.0,243947,429922.0,2025-11-02,STK,Yes,1
GDRX,Goodrx Holdings Inc Cl A,Trevor Bezdek,Co-Chair,Award,33530,0.0,112995,5425524.0,2025-11-02,STK,Yes,1
LTRX,Lantronix Inc,Saleel Awsare,CEO,Award,156752,0.0,772787,373425.0,2025-11-01,STK,Yes,1
FTNT,Fortinet Inc,Michael Xie,CTO,Award,7035,0.0,608036,56495064.0,2025-11-01,STK,Yes,1
FTNT,Fortinet Inc,Ken Xie,Chair & CEO,Award,16832,0.0,1454789,60202230.0,2025-11-01,STK,Yes,1
FTNT,Fortinet Inc,Christiane Ohlgart,CFO,Award,685,0.0,59204,6834.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Francois Locoh Donou,CEO,Award,7174,0.0,1815381,194923.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Chad Michael Whalen,Chf Revenue Of,Award,2602,0.0,658436,35077.0,2025-11-01,STK,Yes,1
FTNT,Fortinet Inc,John Whittle,COO/Secy,Award,4615,0.0,398874,76280.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Angelique M Okeke,Gen Cou,Award,489,0.0,123741,1791.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Lyra Amber Schramm,Chf People Off,Award,453,0.0,114631,1062.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Cooper Edward Werner,CFO,Award,783,0.0,198138,5705.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Thomas Dean Fountain,COO,Award,3003,0.0,759909,30811.0,2025-11-01,STK,Yes,1
FFIV,F5 Inc,Kunal Anand,CTO,Award,623,0.0,157650,8595.0,2025-11-01,STK,Yes,1
TMUS,T-Mobile US,Srinivasan Gopalan,CEO,Award,41464,0.0,8709514,80458.0,2025-11-01,STK,Yes,1
PANW,Palo Alto Networks Inc,Dipak Golechha,CFO,Award,280820,0.0,61847797,162619.0,2025-11-01,STK,Yes,1
HOOD,Robinhood Markets Inc Cl A,Steven M Quirk,Chf Off.,Award,43403,0.0,6370693,118629.0,2025-11-01,STK,Yes,1
QMCO,Quantum Corp,Hugues Meyrath,CEO,Award,37500,0.0,354000,62200.0,2025-11-01,STK,No,1
CACI,Caci International,Jeffrey D Maclauchlan,CFO,Award,6173,0.0,3470769,7475.0,2025-11-01,STK,Yes,1
PANW,Palo Alto Networks Inc,William B J Jenkins Jr,Pres.,Award,312025,0.0,68720387,155339.0,2025-11-01,STK,Yes,1
BMY,Bristol-Myers Squibb Company,Dr Christopher S Boerner,Chair & CEO,Award,2420,0.0,111489,126621.0,2025-11-01,STK,Yes,1
PANW,Palo Alto Networks Inc,Josh D Paul,CAO,Award,31201,0.0,6871708,48205.0,2025-11-01,STK,Yes,1
ETSY,Etsy Inc,Bradley Minor,CMO,Award,2088,0.0,129455,10468.0,2025-11-01,STK,Yes,1
EB,Eventbrite Inc,Julia Hartz,Chair & CEO,Award,13724,0.0,31703,1653577.0,2025-11-01,STK,Yes,1
PANW,Palo Alto Networks Inc,Lee Klarich,CTO & CPO,Award,468038,0.0,103080690,1075173.0,2025-11-01,STK,Yes,1
FROG,Jfrog Ltd,Sigal Zarmi,N/A,Award,7305,0.0,346842,7305.0,2025-11-01,STK,Yes,1
BMY,Bristol-Myers Squibb Company,Karin Shanahan,Prod Dev.,Award,6281,0.0,289366,18144.0,2025-11-01,STK,Yes,1
BMY,Bristol-Myers Squibb Company,Gregory Scott Meyers,CDO,Award,6281,0.0,289366,19718.0,2025-11-01,STK,Yes,1
FELE,Franklin Electric Company,Gregg C Sengstack,N/A,Award,366,0.0,34686,470922.0,2025-11-01,STK,Yes,1
GTM,Zoominfo Technologies Inc Cl A,Michael Graham O?Brien,CFO,Award,1541,0.0,17290,79516.0,2025-11-01,STK,Yes,1
LHX,L3Harris Technologies Inc,Jon Rambeau,Div. Pres.,Award,4147,0.0,1198898,5415.0,2025-11-01,STK,Yes,1
DKNG,Draftkings Inc,Robert Stanton Dodge,CLO & Co Sec,Award,808,0.0,24717,500454.0,2025-11-01,STK,Yes,1
DKNG,Draftkings Inc,Alan Wayne Ellingson,CFO,Award,4310,0.0,131842,135411.0,2025-11-01,STK,Yes,1
BLMN,Bloomin' Brands Inc,Lissette R Gonzalez,SVP Supply Chain,Award,4018,0.0,27443,31851.0,2025-11-01,STK,Yes,1
BLMN,Bloomin' Brands Inc,Mark E Graff,N/A,Award,4861,0.0,33201,58588.0,2025-11-01,STK,Yes,1
INTU,Intuit Inc,Eve B Burton,N/A,Award,120,0.0,80106,383.0,2025-11-01,STK,Yes,1
EBAY,Ebay Inc,Zane C Rowe,N/A,Award,333,0.0,27076,9096.0,2025-11-01,STK,Yes,1
EBAY,Ebay Inc,Perry M Traquina,N/A,Award,379,0.0,30817,84843.0,2025-11-01,STK,Yes,1
EBAY,Ebay Inc,Logan Green,N/A,Award,293,0.0,23824,49788.0,2025-11-01,STK,Yes,1
EBAY,Ebay Inc,Mohak Shroff,N/A,Award,277,0.0,22523,24102.0,2025-11-01,STK,Yes,1
JELD,Jeld-Wen Holding Inc,Rachael B Elliott,Reg. EVP,Award,115207,0.0,499999,115207.0,2025-11-01,STK,Yes,1
LNN,Lindsay Corp,Gustavo E Oberto,Div. Pres.,Award,499,0.0,55509,6897.0,2025-11-01,STK,Yes,1
LNN,Lindsay Corp,Randy A Wood,CEO,Award,2958,0.0,329048,42180.0,2025-11-01,STK,Yes,1
LNN,Lindsay Corp,Brian L Ketcham,CFO,Award,768,0.0,85432,10986.0,2025-11-01,STK,Yes,1
LNN,Lindsay Corp,James Scott Marion,Div. Pres.,Award,499,0.0,55509,8328.0,2025-11-01,STK,Yes,1
COR,Cencora Inc,Lauren Tyler,N/A,Award,89,0.0,30066,3069.0,2025-11-01,STK,Yes,1
COR,Cencora Inc,Werner Baumann,N/A,Award,108,0.0,36484,3130.0,2025-11-01,STK,Yes,1
VYX,NCR Voyix Corporation,Darren Wilson,EVP,Award,19561,0.0,223191,12492.0,2025-11-01,STK,Yes,1
LE,Lands' End Inc,Andrew J Mclean,CEO,Award,57817,0.0,910040,122126.0,2025-11-01,STK,Yes,1
AFRM,Affirm Holdings Inc Cl A,Libor Michalek,Pres.,Award,2335,0.0,167839,1066647.0,2025-11-01,STK,Yes,1
AFRM,Affirm Holdings Inc Cl A,Michael Linford,COO,Award,2335,0.0,167839,49935.0,2025-11-01,STK,Yes,1
AFRM,Affirm Holdings Inc Cl A,Katherine Adkins,CLO & Co Sec,Award,1705,0.0,122555,124419.0,2025-11-01,STK,Yes,1
GTX,Garrett Motion Inc,Mark D Rollinger,VP/GC/Secy,Award,17710,0.0,300008,17710.0,2025-11-01,STK,Yes,1
ST,Sensata Technologies Holding N.V.,Nicolas Bardot,COO,Award,15709,0.0,500017,15709.0,2025-11-01,STK,Yes,1
FRD,Friedman Industries Inc,Gaurav Chhibbar,COO,Award,50000,0.0,1062000,50000.0,2025-11-01,STK,No,1
HUM,Humana Inc,Gordon A Smith,N/A,Award,765,0.0,212815,765.0,2025-11-01,STK,Yes,1
AMAL,Amalgamated Financial Corp,Julie Kelly,N/A,Award,2311,0.0,62998,19074.0,2025-11-01,STK,Yes,1
AMAL,Amalgamated Financial Corp,Edgar Romney,N/A,Award,2311,0.0,62998,19074.0,2025-11-01,STK,Yes,1
AMAL,Amalgamated Financial Corp,Lynne Fox,Chair,Award,2568,0.0,70004,24844.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Kristina W Karnovsky,Div. Head,Award,505,0.0,134734,2535.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Goran Skoko,Chf Revenue Of,Award,612,0.0,163281,4777.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Gregory T Moskoff,PAO,Award,190,0.0,50692,170.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Robert J Robie,Div. Head,Award,505,0.0,134734,2303.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,John Costigan,Ch. Data,Award,367,0.0,97916,564.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Katherine M Stepp,CTO,Award,367,0.0,97916,808.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Helen L Shan,CFO,Award,1009,0.0,269201,9735.0,2025-11-01,STK,Yes,1
FDS,Factset Research Systems Inc,Chris Ellis,Div. Head,Award,352,0.0,93914,24656.0,2025-11-01,STK,Yes,1
VSTS,Vestis Corporation,Rodney Wedemeier,CHRO,Award,66667,0.0,350002,66667.0,2025-11-01,STK,Yes,1
CPB,The Campbell's Company,Todd E Cunfer,CFO,Award,73467,0.0,2213561,73467.0,2025-11-01,STK,Yes,1
OABI,Omniab Inc,Steven Love,N/A,Award,13333,0.0,20666,71666.0,2025-11-01,STK,Yes,1
OABI,Omniab Inc,Carolyn R Bertozzi,N/A,Award,17769,0.0,27542,93308.0,2025-11-01,STK,Yes,1
TWIN,Twin Disc Inc,David W Johnson,N/A,Award,5650,0.0,88479,74630.0,2025-11-01,STK,Yes,1
TWIN,Twin Disc Inc,Michael Doar,N/A,Award,6465,0.0,101242,128596.0,2025-11-01,STK,Yes,1
VRRM,Verra Mobility Corp,Lin Bo,Div. Sr.VP,Award,4968,0.0,115307,3511.0,2025-11-01,STK,Yes,1
HRB,H&R Block,M Wasleski,CAO,Award,3293,0.0,163794,4934.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,G Ruffner Page Jr,N/A,Award,1136,0.0,100706,80885.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,James W Roquemore,N/A,Award,1136,0.0,100706,36963.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,William K. Pou jr,N/A,Award,1136,0.0,100706,23558.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,David G Salyers,N/A,Award,1136,0.0,100706,15255.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,G Stacy Smith,N/A,Award,1136,0.0,100706,40682.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Joshua A Snively,N/A,Award,1136,0.0,100706,12822.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,David R Brooks,N/A,Award,1136,0.0,100706,21743.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Sr Ronald M Cofield,N/A,Award,1136,0.0,100706,5182.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Shantella E Cooper,N/A,Award,1136,0.0,100706,9383.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Martin B Davis,N/A,Award,1136,0.0,100706,9639.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Janet P Froetscher,N/A,Award,1136,0.0,100706,9430.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Douglas J Hertz,Chair,Award,1136,0.0,100706,17460.0,2025-11-01,STK,Yes,1
SSB,Southstate Bank Corporation,Merriann Metz,N/A,Award,1136,0.0,100706,2078.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Ginger M Jones,N/A,Award,822,0.0,190662,6280.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Christopher L Mapes,N/A,Award,822,0.0,190662,2868.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Dr John A De Ford,N/A,Award,822,0.0,190662,5587.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Michael J Merriman jr,N/A,Award,822,0.0,190662,29515.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Victor L Richey jr,Chair,Award,822,0.0,190662,20968.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Milton Mayo Morris,N/A,Award,822,0.0,190662,3166.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Jennifer A Parmentier,N/A,Award,822,0.0,190662,4304.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Annette Clayton,N/A,Award,822,0.0,190662,2638.0,2025-11-01,STK,Yes,1
NDSN,Nordson Corp,Frank M Jaehnert,N/A,Award,822,0.0,190662,20311.0,2025-11-01,STK,Yes,1
CMG,Chipotle Mexican Grill,Matthew Bush,Contr. & PAO,Award,12623,0.0,400023,16933.0,2025-10-31,STK,Yes,1
OSBC,Old Second Bancorp,Darin Campbell,Pres.,Sell,57565,18.0603,1039642,340839.0,2025-10-31,STK,Yes,1
PSA-L,Public Storage [Psa/Pl],American Shareholder,N/A,Sell,133967,24.45,3275501,3636524.0,2025-10-31,UIT,No,11
BBNX,Beta Bionics Inc,Maria Palasis,N/A,Sell,1406,26.9089,37833,9841.0,2025-10-31,STK,No,1
BBNX,Beta Bionics Inc,Adam Lezack,N/A,Sell,1406,26.8704,37779,9841.0,2025-10-31,STK,No,1
ATLX,Atlas Lithium Corp,Igor Tkachenko,Co Sec,Award,5922,0.0,31682,254597.0,2025-10-31,STK,Yes,1
SRTA,Strata Critical Medical Inc,William A Heyburn,Co CEO & CFO,Award,181072,0.0,910793,1486569.0,2025-10-31,STK,Yes,1
SRTA,Strata Critical Medical Inc,Melissa M Tomkiel,Co CEO,Award,208929,0.0,1050913,1479301.0,2025-10-31,STK,Yes,1
SRTA,Strata Critical Medical Inc,Amir Cohen,CAO,Award,41786,0.0,210184,141839.0,2025-10-31,STK,Yes,1
BYND,Beyond Meat Inc,Dr Dariush Ajami,Chf Innovations,Award,552077,0.0,913687,731872.0,2025-10-31,STK,Yes,1
BYND,Beyond Meat Inc,Ethan Brown,CEO,Award,4416616,0.0,7309500,6683715.0,2025-10-31,STK,Yes,1
BYND,Beyond Meat Inc,Lubi Kutua,Treas & CFO,Award,806033,0.0,1333984,979002.0,2025-10-31,STK,Yes,1
BYND,Beyond Meat Inc,Teri L Witteman,CLO & Co Sec,Award,552077,0.0,913687,654223.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Steven P Larrabee,CIO,Award,13079,0.0,1067863,51895.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Gail Boxer Marcus,N/A,Award,121,0.0,24070,5884.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Dr Roy D Baynes,N/A,Award,93,0.0,18501,18359.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Monica Bertagnolli,N/A,Award,93,0.0,18501,5221.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Roelof Botha,Lead Indpdt. Dir,Award,149,0.0,29641,1231626.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Rowan E Chapman,N/A,Award,128,0.0,25463,6143.0,2025-10-31,STK,Yes,1
NTRA,Natera Inc,Ruth Willams-Brinkley,N/A,Award,97,0.0,19296,5316.0,2025-10-31,STK,Yes,1
CSTL,Castle Biosciences Inc,Kristen Oelschlager,COO,Sell,12678,25.04,317458,128506.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Lori Koch,CEO,Award,98613,0.0,8051790,288587.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Edward D Breen,Chair,Award,192332,0.0,15703924,330351.0,2025-10-31,STK,Yes,1
AMZN,Amazon.com Inc,Jonathan J Rubinstein,N/A,Sell,8173,250.03,2043496,80030.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Christopher Raia,CHRO,Award,19233,0.0,1570336,82809.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Antonella B Franzen,CFO,Award,20755,0.0,1694680,52623.0,2025-10-31,STK,Yes,1
DD,Dupont Denemours Inc,Erik T Hoover,Gen Cou,Award,23079,0.0,1884406,112101.0,2025-10-31,STK,Yes,1
ETN,Eaton Corp,Gerald Johnson,N/A,Buy,100,384.335,38434,200.0,2025-10-31,STK,Yes,1
PSA-L,Public Storage [Psa/Pl],American Shareholder,N/A,Sell,2089,25.19,52621,391557.0,2025-10-31,UIT,No,11
KRC,Kilroy Realty Corp,Heidi Rena Roth,Chf Admin.,Sell,3944,41.9857,165592,69413.0,2025-10-31,STK,Yes,1
UNF,Unifirst Corp,William Masters Ross,Ops,Award,501,0.0,77330,3750.0,2025-10-31,STK,Yes,1
SNAP,Snap Inc,Michael J O?Sullivan,Gen Cou & Co Sec,Sell,24000,7.7343,185624,2416318.0,2025-10-31,STK,Yes,1
MAMA,Mama's Creations Inc,Adam L Michaels,Chair & CEO,Award,18885,0.0,199992,614033.0,2025-10-31,STK,Yes,1
CVNA,Carvana Company Cl A,Ryan S Keeton,CBO,Sell,19678,301.6838,5936534,115456.0,2025-10-31,STK,Yes,1
META,Meta Platforms Inc,Peggy Alford,N/A,Sell,601,674.4,405315,3505.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Francois Locoh Donou,CEO,Award,67620,0.0,17111241,217173.0,2025-10-31,STK,Yes,1
MET,Metlife Inc,Adrienne Karen O'neill,CAO,Award,11902,0.0,950017,11902.0,2025-10-31,STK,Yes,1
EOG,Eog Resources,Janet F Clark,N/A,Award,430,0.0,45536,46961.0,2025-10-31,STK,Yes,1
CCEL,Cryo-Cell Intl Inc,David I Portnoy,Chair & Co-CEO,Award,4666,0.0,21043,1684513.0,2025-10-31,STK,No,1
IMDX,Insight Molecular Diagnostics Inc,Andrea James,CFO,Award,50000,0.0,300500,201231.0,2025-10-31,STK,No,1
UNF,Unifirst Corp,David Martin Katz,Sales & Mktg,Award,687,0.0,106039,6059.0,2025-10-31,STK,Yes,1
UNF,Unifirst Corp,Steven S Sintros,CEO,Award,1898,0.0,292957,29102.0,2025-10-31,STK,Yes,1
EOG,Eog Resources,Michael P Donaldson,Gen Cou & Sec,Award,202,0.0,21421,136583.0,2025-10-31,STK,Yes,1
EOG,Eog Resources,Robert P Daniels,N/A,Award,593,0.0,62748,32135.0,2025-10-31,STK,Yes,1
EOG,Eog Resources,Charles R Crisp,N/A,Award,387,0.0,40947,62841.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,Monica L Bowe,CRO,Award,503,0.0,11247,64087.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,Michael J. Maddox,V Chair & Pres,Award,1004,0.0,22449,216321.0,2025-10-31,STK,Yes,1
PED,Pedevco Corp,Jody D. Crook,Chf Com Off.,Award,300000,0.0,180840,664118.0,2025-10-31,STK,No,1
PED,Pedevco Corp,John Douglas Schick,CEO,Award,2000000,0.0,1205600,3577133.0,2025-10-31,STK,No,1
PED,Pedevco Corp,Clark R Moore,VP.,Award,500000,0.0,301400,1583201.0,2025-10-31,STK,No,1
EOG,Eog Resources,Michael T Kerr,N/A,Award,482,0.0,50999,188755.0,2025-10-31,STK,Yes,1
EOG,Eog Resources,C Christopher Gaut,N/A,Award,178,0.0,18877,21072.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,A Van Dukeman,Chair & CEO,Award,1748,0.0,39085,470865.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,John Joseph Powers,Gen Cou,Award,559,0.0,12499,140807.0,2025-10-31,STK,Yes,1
BUSEP,First Busey Corp,Scott A Phillips,CAO,Buy,1350,25.6367,34609,2350.0,2025-10-31,UIT,No,11
GDYN,Grid Dynamics Holdings Inc,Leonard Livschitz,CEO,Sell,10000,9.0,90000,2864380.0,2025-10-31,STK,Yes,1
RITM,Rithm Capital Corp,Michael Nierenberg,Chair & CEO,Award,4408,0.0,48356,1837238.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Chad Michael Whalen,Chf Revenue Of,Award,16325,0.0,4131041,39916.0,2025-10-31,STK,Yes,1
NNN,NNN REIT Inc,Pamela K M Beall,N/A,Award,888,0.0,35928,34839.0,2025-10-31,STK,Yes,1
IMMR,Immersion Corp,William C Martin,CSO,Award,7952,0.0,53200,1367992.0,2025-10-31,STK,Yes,1
GETY,Getty Images Holdings Inc Cl A,American Shareholder,N/A,Sell,3470917,2.2732,7890088,70641345.0,2025-10-31,STK,Yes,1
ADBE,Adobe Systems Inc,Jillian Forusz,CAO,Sell,72,337.88,24328,3426.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,Amy L Randolph,COO,Award,721,0.0,16122,119219.0,2025-10-31,STK,Yes,1
MTDR,Matador Resources Company,William Thomas Elsener,EVP/DM,Buy,600,39.51,23706,112669.0,2025-10-31,STK,Yes,1
ZLAB,Zai Lab Ltd ADR,Yajing Chen,CFO,Award,500,0.0,13064,17684.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Thomas Dean Fountain,COO,Award,18896,0.0,4781633,39595.0,2025-10-31,STK,Yes,1
BUSE,First Busey Corp,Stanley J Bradshaw,N/A,Buy,1500,22.3133,33470,500382.0,2025-10-31,STK,Yes,1
DHR,Danaher Corp,Mitchell P Rales,N/A,Sell,600000,216.06,129635999,27581061.0,2025-10-31,STK,Yes,1
MTDR,Matador Resources Company,Robert Gaines Baty,N/A,Buy,500,39.51,19756,73396.0,2025-10-31,STK,Yes,1
MBWM,Mercantile Bank Corp,Nelson F Sanchez,N/A,Buy,1000,43.5,43500,6586.0,2025-10-31,STK,Yes,1
NNN,NNN REIT Inc,Edward J Fritsch,N/A,Award,888,0.0,35928,62796.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Cooper Edward Werner,CFO,Award,1843,0.0,466371,5953.0,2025-10-31,STK,Yes,1
RIG,Transocean Inc,Roderick James Mackenzie,Chf Com Off.,Sell,53769,3.86,207548,247072.0,2025-10-31,STK,Yes,1
RPM,RPM International Inc,Salvatore D Fazzolari,N/A,Sell,375,107.67,40377,21578.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Kunal Anand,CTO,Award,2535,0.0,641482,9214.0,2025-10-31,STK,Yes,1
ITT,ITT Inc,Emmanuel Caprais,CFO,Sell,5500,185.229,1018759,37933.0,2025-10-31,STK,Yes,1
FFIV,F5 Inc,Lyra Amber Schramm,Chf People Off,Award,1843,0.0,466371,1843.0,2025-10-31,STK,Yes,1
UNF,Unifirst Corp,Kelly C Rooney,COO,Award,2529,0.0,390351,7964.0,2025-10-31,STK,Yes,1
